date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:12:59	11898/11898	---M--	200	added ('OK')	application/javascript	etag:%226369b1c9-2e7a%22	https://lhtourlanchas.com.br/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=8.10.0	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min9e64.js	(from https://lhtourlanchas.com.br/)
23:12:59	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%226578708d-15601%22	https://lhtourlanchas.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://lhtourlanchas.com.br/)
23:13:00	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%2265261aea-3509%22	https://lhtourlanchas.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://lhtourlanchas.com.br/)
23:13:00	15055/15055	---M--	200	added ('OK')	application/javascript	etag:%2261462776-3acf%22	https://lhtourlanchas.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.4.4	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minedb1.js	(from https://lhtourlanchas.com.br/)
23:13:01	232117/232117	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Apr%202025%2002:13:11%20GMT	https://lhtourlanchas.com.br/wp-json/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-json/index.html	(from https://lhtourlanchas.com.br/)
23:13:01	36342/36342	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Apr%202025%2002:13:11%20GMT	https://lhtourlanchas.com.br/wp-json/wp/v2/pages/2001	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-json/wp/v2/pages/2001.json	(from https://lhtourlanchas.com.br/)
23:13:01	93/93	---M--	403	error ('Forbidden')	text/html		https://lhtourlanchas.com.br/xmlrpc.php?rsd	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/xmlrpc.200db0.delayed	(from https://lhtourlanchas.com.br/)
23:13:01	2611/2611	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Apr%202025%2002:13:11%20GMT	https://lhtourlanchas.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flhtourlanchas.com.br%2F	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-json/oembed/1.0/embed1800.json	(from https://lhtourlanchas.com.br/)
23:13:01	2788/2788	---MC-	200	added ('OK')	text/xml	date:Wed,%2016%20Apr%202025%2002:13:12%20GMT	https://lhtourlanchas.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flhtourlanchas.com.br%2F&format=xml	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-json/oembed/1.0/embed4212	(from https://lhtourlanchas.com.br/)
23:13:02	276486/276486	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2016%20Apr%202025%2002:13:12%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/vamo%20la/connect.facebook.net/en_US/fbevents.js	(from https://lhtourlanchas.com.br/)
23:13:02	1418/1418	---M--	200	added ('OK')	image/png	etag:%2261490afb-58a%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/cropped-lh-tour-favicon-32x32.png	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/cropped-lh-tour-favicon-32x32.png	(from https://lhtourlanchas.com.br/)
23:13:02	16545/16545	---M--	200	added ('OK')	image/png	etag:%2261490afb-40a1%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/cropped-lh-tour-favicon-192x192.png	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/cropped-lh-tour-favicon-192x192.png	(from https://lhtourlanchas.com.br/)
23:13:03	15071/15071	---M--	200	added ('OK')	image/png	etag:%2261490afb-3adf%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/cropped-lh-tour-favicon-180x180.png	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/cropped-lh-tour-favicon-180x180.png	(from https://lhtourlanchas.com.br/)
23:13:03	48754/48754	---M--	200	added ('OK')	image/png	etag:%226147edee-be72%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/lh-tour.png	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/lh-tour.png	(from https://lhtourlanchas.com.br/)
23:13:03	454990/454990	---M--	200	added ('OK')	image/png	etag:%2261465113-6f14e%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/arraial.png	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/arraial.png	(from https://lhtourlanchas.com.br/)
23:13:06	93949/93949	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:14%20GMT	https://lhtourlanchas.com.br/roteiros/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/roteiros/index.html	(from https://lhtourlanchas.com.br/)
23:13:06	495102/495102	---M--	200	added ('OK')	image/png	etag:%2261465114-78dfe%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/buzios.png	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/buzios.png	(from https://lhtourlanchas.com.br/)
23:13:06	166249/166249	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:14%20GMT	https://lhtourlanchas.com.br/armacao-dos-buzios/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/armacao-dos-buzios/index.html	(from https://lhtourlanchas.com.br/)
23:13:06	162409/162409	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:14%20GMT	https://lhtourlanchas.com.br/arraial-do-cabo/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/arraial-do-cabo/index.html	(from https://lhtourlanchas.com.br/)
23:13:07	30944/30944	---M--	200	added ('OK')	image/jpeg	etag:%2261575776-78e0%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/8f14270b-1d8f-4452-9695-5eb24ce02bc1-e1633113973259-396x360.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/8f14270b-1d8f-4452-9695-5eb24ce02bc1-e1633113973259-396x360.jpg	(from https://lhtourlanchas.com.br/)
23:13:07	35264/35264	---M--	200	added ('OK')	image/jpeg	etag:%226154a5dc-89c0%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-4-396x360.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-4-396x360.jpg	(from https://lhtourlanchas.com.br/)
23:13:07	158538/158538	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:17%20GMT	https://lhtourlanchas.com.br/cabo-frio/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/cabo-frio/index.html	(from https://lhtourlanchas.com.br/)
23:13:07	78415/78415	---M--	200	added ('OK')	image/jpeg	etag:%22614658aa-1324f%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/779f3db7-008f-4bcb-9180-68966c18c5e0.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/779f3db7-008f-4bcb-9180-68966c18c5e0.jpg	(from https://lhtourlanchas.com.br/)
23:13:07	107633/107633	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:17%20GMT	https://lhtourlanchas.com.br/quem-somos/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/quem-somos/index.html	(from https://lhtourlanchas.com.br/)
23:13:07	42092/42092	---M--	200	added ('OK')	image/jpeg	etag:%226154a5db-a46c%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-1-1-396x360.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-1-1-396x360.jpg	(from https://lhtourlanchas.com.br/)
23:13:07	217709/217709	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:17%20GMT	https://lhtourlanchas.com.br/embarcacoes/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/embarcacoes/index.html	(from https://lhtourlanchas.com.br/)
23:13:08	107564/107564	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:18%20GMT	https://lhtourlanchas.com.br/contact/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/contact/index.html	(from https://lhtourlanchas.com.br/)
23:13:08	30754/30754	---M--	200	added ('OK')	image/jpeg	etag:%226154a5e0-7822%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-3-1-396x360.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-3-1-396x360.jpg	(from https://lhtourlanchas.com.br/)
23:13:08	93611/93611	---MC-	200	added ('OK')	text/html	date:Wed,%2016%20Apr%202025%2002:13:18%20GMT	https://lhtourlanchas.com.br/termos-de-contrato/	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/termos-de-contrato/index.html	(from https://lhtourlanchas.com.br/)
23:13:08	25794/25794	---M--	200	added ('OK')	image/jpeg	etag:%226154a5e6-64c2%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-2-1-396x360.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/image_6483441-2-1-396x360.jpg	(from https://lhtourlanchas.com.br/)
23:13:08	55846/55846	---M--	200	added ('OK')	image/jpeg	etag:%22614658af-da26%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/09/e0bc7c1a-f82c-4f75-b482-2301972bfc2e.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/09/e0bc7c1a-f82c-4f75-b482-2301972bfc2e.jpg	(from https://lhtourlanchas.com.br/)
23:13:09	30214/30214	---M--	200	added ('OK')	image/jpeg	etag:%226157580f-7606%22	https://lhtourlanchas.com.br/wp-content/uploads/2021/10/77702C0B-D9E9-40DC-BE74-1FD682150B2F-396x360.jpg	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/uploads/2021/10/77702C0B-D9E9-40DC-BE74-1FD682150B2F-396x360.jpg	(from https://lhtourlanchas.com.br/)
23:13:09	18468/18468	---M--	200	added ('OK')	text/css	etag:%2261462776-4824%22	https://lhtourlanchas.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.4	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.minedb1.css	(from https://lhtourlanchas.com.br/)
23:13:09	95208/95208	---M--	200	added ('OK')	application/javascript	etag:%22614a7dc9-173e8%22	https://lhtourlanchas.com.br/wp-content/plugins/wp-whatsapp/assets/dist/js/njt-whatsapp.js?ver=3.1.2	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/wp-whatsapp/assets/dist/js/njt-whatsapp0226.js	(from https://lhtourlanchas.com.br/)
23:13:10	888/888	---M--	200	added ('OK')	application/javascript	etag:%22614a7dc9-378%22	https://lhtourlanchas.com.br/wp-content/plugins/wp-whatsapp/assets/js/whatsapp-button.js?ver=3.1.2	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/wp-whatsapp/assets/js/whatsapp-button0226.js	(from https://lhtourlanchas.com.br/)
23:13:10	18994/18994	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-4a32%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.minfeec.js	(from https://lhtourlanchas.com.br/)
23:13:10	62886/62886	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-f5a6%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrapfeec.js	(from https://lhtourlanchas.com.br/)
23:13:10	9029/9029	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-2345%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/waypointsfeec.js	(from https://lhtourlanchas.com.br/)
23:13:11	19763/19763	---M--	200	added ('OK')	application/javascript	etag:%22614d4802-4d33%22	https://lhtourlanchas.com.br/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.1.4	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/themes/kadence/assets/js/navigation.min8daf.js	(from https://lhtourlanchas.com.br/)
23:13:11	8302/8302	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-206e%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/jquery.easing.1.3.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/jquery.easing.1.3feec.js	(from https://lhtourlanchas.com.br/)
23:13:11	2249/2249	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-8c9%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/jquery.mousewheel.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/jquery.mousewheelfeec.js	(from https://lhtourlanchas.com.br/)
23:13:12	14054/14054	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-36e6%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/jquery.vaccordion.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/jquery.vaccordionfeec.js	(from https://lhtourlanchas.com.br/)
23:13:12	33056/33056	---M--	200	added ('OK')	application/javascript	etag:%22614d2cbf-8120%22	https://lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/htmega-widgets-active.js?ver=1.6.5	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/ht-mega-for-elementor/assets/js/htmega-widgets-activefeec.js	(from https://lhtourlanchas.com.br/)
23:13:12	543/543	---M--	200	added ('OK')	application/javascript	etag:%22614a7dc9-21f%22	https://lhtourlanchas.com.br/wp-content/plugins/wp-whatsapp/assets/js/whatsapp-popup.js?ver=6.7.2	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/wp-whatsapp/assets/js/whatsapp-popupd1c0.js	(from https://lhtourlanchas.com.br/)
23:13:13	4879/4879	---M--	200	added ('OK')	application/javascript	etag:%2261462776-130f%22	https://lhtourlanchas.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.4	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.minedb1.js	(from https://lhtourlanchas.com.br/)
23:13:13	14002/14002	---M--	200	added ('OK')	application/javascript	etag:%2261462776-36b2%22	https://lhtourlanchas.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.4	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.minedb1.js	(from https://lhtourlanchas.com.br/)
23:13:13	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%2261462776-2fa6%22	https://lhtourlanchas.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/vamo%20la/lhtourlanchas.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://lhtourlanchas.com.br/)
